"year","model","species_name","jcat","bio_tons","model_area","bio_tkm2"
2015,"EGOA","Flathead_sole","adu",46653.1961188282,85237.199,0.547333754113955
2015,"EGOA","Flathead_sole","juv",420.779718706743,85237.199,0.00493657374530506
2015,"EGOA","Pacific_cod","adu",110178.829967466,85237.199,1.29261438972749
2015,"EGOA","Pacific_cod","juv",38.9121907676818,85237.199,0.000456516535317894
2015,"EGOA","Pacific_halibut","adu",110827.60388198,85237.199,1.30022578383858
2015,"EGOA","Pacific_halibut","juv",0,85237.199,0
2015,"EGOA","POP","adu",579318.014785711,85237.199,6.79653979227674
2015,"EGOA","POP","juv",1783.93180941352,85237.199,0.0209290289960552
2015,"EGOA","Rex_sole","adu",31479.672280908,85237.199,0.369318474213447
2015,"EGOA","Rex_sole","juv",116.806948915488,85237.199,0.00137037526204361
2015,"EGOA","Sablefish","adu",75818.7139849901,85237.199,0.889502645259262
2015,"EGOA","Sablefish","juv",4.63111749960883,85237.199,5.43321173612102e-05
2015,"EGOA","Thornyheads","adu",45485.5398391792,85237.199,0.533634849253777
2015,"EGOA","Thornyheads","juv",1237.2724179675,85237.199,0.0145156390928273
2015,"EGOA","Walleye_pollock","adu",157433.091919028,85237.199,1.84699982831472
2015,"EGOA","Walleye_pollock","juv",1435.76052491376,85237.199,0.016844294999813
2017,"EGOA","Arrowtooth_flounder","adu",276936.803940812,85237.199,3.24901342594344
2017,"EGOA","Arrowtooth_flounder","juv",700.684310385412,85237.199,0.00822040515884869
2017,"EGOA","Flathead_sole","adu",32771.7667084825,85237.199,0.384477283310101
2017,"EGOA","Flathead_sole","juv",100.498010608281,85237.199,0.0011790393371359
2017,"EGOA","Pacific_cod","adu",34316.8260320036,85237.199,0.402603868200826
2017,"EGOA","Pacific_cod","juv",0,85237.199,0
2017,"EGOA","Pacific_halibut","adu",120905.120659901,85237.199,1.41845487742859
2017,"EGOA","Pacific_halibut","juv",11.7432981502465,85237.199,0.000137771985565205
2017,"EGOA","POP","adu",571999.114472959,85237.199,6.71067469583273
2017,"EGOA","POP","juv",1042.69540635451,85237.199,0.0122328680269574
2017,"EGOA","Rex_sole","adu",26723.410072583,85237.199,0.313518163267929
2017,"EGOA","Rex_sole","juv",200.015387321669,85237.199,0.00234657390984504
2017,"EGOA","Sablefish","adu",62585.4384833665,85237.199,0.734250294679046
2017,"EGOA","Sablefish","juv",0,85237.199,0
2017,"EGOA","Thornyheads","adu",58139.067513166,85237.199,0.682085617491561
2017,"EGOA","Thornyheads","juv",1142.64353950527,85237.199,0.0134054562199453
2017,"EGOA","Walleye_pollock","adu",58911.9442489163,85237.199,0.691152981797493
2017,"EGOA","Walleye_pollock","juv",4644.37751794769,85237.199,0.0544876834578726
2019,"EGOA","Arrowtooth_flounder","adu",262541.497476267,85237.199,3.08012816653287
2019,"EGOA","Arrowtooth_flounder","juv",748.922420651264,85237.199,0.00878633307332476
2019,"EGOA","Flathead_sole","adu",46345.8554544839,85237.199,0.543728043603168
2019,"EGOA","Flathead_sole","juv",764.534140991374,85237.199,0.00896948926009845
2019,"EGOA","Pacific_cod","adu",49299.6739727239,85237.199,0.578382144780754
2019,"EGOA","Pacific_cod","juv",28.7329765525955,85237.199,0.000337094330758047
2019,"EGOA","Pacific_halibut","adu",155916.944749877,85237.199,1.82921243986299
2019,"EGOA","Pacific_halibut","juv",2.30401867289484,85237.199,2.70306708799153e-05
2019,"EGOA","POP","adu",365166.429176039,85237.199,4.28412047158001
2019,"EGOA","POP","juv",11855.3816906037,85237.199,0.139086945954239
2019,"EGOA","Rex_sole","adu",26791.295561282,85237.199,0.314314593576474
2019,"EGOA","Rex_sole","juv",529.701019303249,85237.199,0.00621443484203709
2019,"EGOA","Sablefish","adu",66422.104839588,85237.199,0.779261937497359
2019,"EGOA","Sablefish","juv",0,85237.199,0
2019,"EGOA","Thornyheads","adu",48095.6022369145,85237.199,0.564256014993108
2019,"EGOA","Thornyheads","juv",1083.76668697071,85237.199,0.0127147149329802
2019,"EGOA","Walleye_pollock","adu",104821.539784608,85237.199,1.22976283845986
2019,"EGOA","Walleye_pollock","juv",1537.61010332985,85237.199,0.0180391908857757
2021,"EGOA","Arrowtooth_flounder","adu",192664.888254911,85237.199,2.26033809786395
2021,"EGOA","Arrowtooth_flounder","juv",772.680116739785,85237.199,0.00906505757820345
2021,"EGOA","Flathead_sole","adu",51673.884655183,85237.199,0.60623630599573
2021,"EGOA","Flathead_sole","juv",225.818187483764,85237.199,0.00264929150808633
2021,"EGOA","Pacific_cod","adu",78650.9945526457,85237.199,0.922730867219672
2021,"EGOA","Pacific_cod","juv",0,85237.199,0
2021,"EGOA","Pacific_halibut","adu",168857.181650466,85237.199,1.98102687126622
2021,"EGOA","Pacific_halibut","juv",0,85237.199,0
2021,"EGOA","POP","adu",267533.887034124,85237.199,3.13869871573471
2021,"EGOA","POP","juv",1836.49028867372,85237.199,0.0215456433367047
2021,"EGOA","Rex_sole","adu",30908.154050198,85237.199,0.362613441230019
2021,"EGOA","Rex_sole","juv",287.876769824205,85237.199,0.00337736074391892
2021,"EGOA","Sablefish","adu",76343.6095799623,85237.199,0.895660703021956
2021,"EGOA","Sablefish","juv",0,85237.199,0
2021,"EGOA","Thornyheads","adu",37522.1503029926,85237.199,0.44020862655274
2021,"EGOA","Thornyheads","juv",1669.72883500616,85237.199,0.0195892034768312
2021,"EGOA","Walleye_pollock","adu",104046.83662609,85237.199,1.22067404662241
2021,"EGOA","Walleye_pollock","juv",2799.47937147456,85237.199,0.0328433994115006
